
 11%|███████████████                                                                                                                         | 15/136 [00:01<00:09, 12.68it/s]
loss:  tensor(0.5134, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3843, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4641, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7069, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4620, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6264, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5445, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4849, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4088, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4259, device='cuda:0', grad_fn=<NllLossBackward0>)

 31%|██████████████████████████████████████████                                                                                              | 42/136 [00:04<00:09, 10.17it/s]
loss:  tensor(0.4261, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4768, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3914, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4556, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6108, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4150, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3871, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3079, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4014, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3850, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3058, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4332, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4324, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8552, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3832, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6683, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5530, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4394, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2695, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4323, device='cuda:0', grad_fn=<NllLossBackward0>)

 46%|██████████████████████████████████████████████████████████████                                                                          | 62/136 [00:06<00:07,  9.47it/s]
loss:  tensor(0.6671, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5195, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5457, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4132, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4124, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6663, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3543, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3542, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4271, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3803, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3798, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3461, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4197, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4185, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5452, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4598, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5014, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4198, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5711, device='cuda:0', grad_fn=<NllLossBackward0>)

 60%|██████████████████████████████████████████████████████████████████████████████████                                                      | 82/136 [00:08<00:05, 10.22it/s]
loss:  tensor(0.2926, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3499, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4391, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5658, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6968, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4495, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4543, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2772, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4716, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3090, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4198, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3958, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6854, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4083, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3671, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6140, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4769, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9033, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4026, device='cuda:0', grad_fn=<NllLossBackward0>)

 76%|██████████████████████████████████████████████████████████████████████████████████████████████████████▏                                | 103/136 [00:10<00:03, 10.15it/s]
loss:  tensor(0.7267, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5433, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3771, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4282, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5136, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4916, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4221, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4257, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4620, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3319, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4616, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4543, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4248, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5192, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3322, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3729, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3458, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3298, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3111, device='cuda:0', grad_fn=<NllLossBackward0>)

 90%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████             | 123/136 [00:12<00:01, 10.28it/s]
loss:  tensor(1.3457, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2379, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4864, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3117, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3886, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5411, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3198, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6282, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4012, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3786, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5244, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5379, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3189, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5310, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5804, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3817, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3920, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3378, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4249, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:13<00:00,  9.92it/s]
  6%|████████                                                                                                                                 | 8/136 [00:00<00:11, 10.95it/s]
loss:  tensor(0.4329, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6128, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3496, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3754, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5074, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2826, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5221, device='cuda:0', grad_fn=<NllLossBackward0>)
Training loss: 0.0287633991172944, accuracy: 0.7696551724137931
loss:  tensor(0.3697, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3355, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3034, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4972, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7018, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3891, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5521, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2944, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3536, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3224, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4120, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5005, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3431, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2579, device='cuda:0', grad_fn=<NllLossBackward0>)

 21%|████████████████████████████                                                                                                            | 28/136 [00:02<00:10, 10.26it/s]
loss:  tensor(0.7582, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6692, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5155, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5241, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3237, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7083, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4612, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3825, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6007, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4964, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4527, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4523, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4409, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5134, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4402, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3817, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4761, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6122, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4234, device='cuda:0', grad_fn=<NllLossBackward0>)

loss:  tensor(0.3703, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3191, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5309, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5272, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3413, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5473, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2701, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4096, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4744, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4114, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6282, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3890, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3981, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3682, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5070, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4286, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5993, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5092, device='cuda:0', grad_fn=<NllLossBackward0>)

 49%|███████████████████████████████████████████████████████████████████                                                                     | 67/136 [00:06<00:07,  9.63it/s]
loss:  tensor(0.3313, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3681, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3802, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3043, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4824, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4929, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7434, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2957, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3611, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(1.0974, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2582, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4410, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4303, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3274, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4046, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6285, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5253, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4506, device='cuda:0', grad_fn=<NllLossBackward0>)

 65%|████████████████████████████████████████████████████████████████████████████████████████                                                | 88/136 [00:08<00:04, 10.68it/s]
loss:  tensor(0.4349, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6309, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4131, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3322, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3599, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4178, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5685, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4028, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4011, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4899, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2714, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5026, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2676, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3503, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4014, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3480, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6635, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4305, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4106, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3811, device='cuda:0', grad_fn=<NllLossBackward0>)

 79%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▏                            | 107/136 [00:10<00:03,  8.98it/s]
loss:  tensor(0.3548, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3981, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3736, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3298, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6213, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4727, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3851, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5709, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3738, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3112, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4016, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4378, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5450, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4618, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4391, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3048, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(1.0555, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2786, device='cuda:0', grad_fn=<NllLossBackward0>)

 93%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████          | 126/136 [00:12<00:00, 10.30it/s]
loss:  tensor(0.3991, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5998, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4917, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4694, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3728, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6919, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3994, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4138, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3631, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3892, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4886, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4281, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5579, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5267, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4695, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4452, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3905, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5683, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4376, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:13<00:00,  9.83it/s]
  6%|████████                                                                                                                                 | 8/136 [00:00<00:12, 10.30it/s]
loss:  tensor(0.3602, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5276, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3500, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5162, device='cuda:0', grad_fn=<NllLossBackward0>)
Training loss: 0.028331270491939852, accuracy: 0.7696551724137931
loss:  tensor(0.3785, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5448, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4093, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3706, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4417, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3556, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3990, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3054, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4275, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3778, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3890, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3729, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3516, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5603, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5499, device='cuda:0', grad_fn=<NllLossBackward0>)

 21%|█████████████████████████████                                                                                                           | 29/136 [00:02<00:10, 10.48it/s]
loss:  tensor(0.4983, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3204, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3757, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4144, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6347, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5034, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3968, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5949, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3027, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3977, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3735, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4925, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5412, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3552, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4284, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8117, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2775, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3353, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4613, device='cuda:0', grad_fn=<NllLossBackward0>)

 37%|██████████████████████████████████████████████████                                                                                      | 50/136 [00:05<00:09,  9.51it/s]
loss:  tensor(0.3915, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5283, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5622, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5405, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6058, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4934, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6998, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5223, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3565, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3222, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7235, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5090, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5370, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3258, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4763, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4359, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5176, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5268, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6821, device='cuda:0', grad_fn=<NllLossBackward0>)

 51%|█████████████████████████████████████████████████████████████████████                                                                   | 69/136 [00:06<00:06, 10.63it/s]
loss:  tensor(0.4570, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4469, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3676, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3511, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3500, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3530, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9157, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4648, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6006, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3303, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4498, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3900, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5591, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3684, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3824, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4674, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5638, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4154, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7116, device='cuda:0', grad_fn=<NllLossBackward0>)

 65%|█████████████████████████████████████████████████████████████████████████████████████████                                               | 89/136 [00:08<00:04,  9.69it/s]
loss:  tensor(0.4366, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3669, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4932, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6741, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3484, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4040, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5799, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4173, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7260, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3605, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3408, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4261, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4482, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2632, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5132, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4166, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4117, device='cuda:0', grad_fn=<NllLossBackward0>)
